X	col0_fb1	col0_fb2	col0_leaf1	col0_leaf2	d234_fb1	d234_fb2
AT1G22480	0.94	1.22	0	0	0.48	0.95
AT1G22490	2.25	3.78	2.01	0.87	6	5.99
AT1G22500	0.27	0.28	16.11	9.13	0.36	0.24
AT1G22510	4.83	11.65	11.64	13.47	14.44	12.45
AT1G22520	23.19	33.2	16.2	17.75	40.88	48.84
AT1G22530	9.35	8.96	26.61	22.06	10.13	11.36
AT1G22540	0.54	1.08	9.66	4.37	1.72	2.26
AT1G22550	1.2	1.8	2.79	1.69	2.4	2.98
AT1G22560	0	0	0	0	0	0
AT1G22570	0.46	1.01	27.5	13.84	0.62	0.59
AT1G22580	0	0	0	0	0	0
AT1G22590	7.88	10.34	18.15	21.7	10.89	10.77
AT1G22600	0.19	0.29	0.12	0.25	0.38	0.19
AT1G22610	3.42	5.1	5.58	3.8	2.25	3.53
AT1G22620	3.88	5.52	6.36	6.47	6.7	7.36
AT1G22630	21.44	35.68	109.86	88.53	49.35	58.55
AT1G22640	15.61	26.8	14.88	12.47	30.03	35.33
AT1G22650	1.49	2.49	3.15	2.47	3.56	2.9
AT1G22660	1.74	3.29	1.65	1.49	4.13	3.77
AT1G22670	0	0	0	0.13	0.08	0
AT1G22680	0	0.19	0	0	0	0
AT1G22690	1.16	2.02	31.48	14.56	1.01	1.05
AT1G22700	33.19	43.19	72.08	52.7	52.61	53.73
AT1G22710	18.87	26.36	52.39	31.24	22.12	26.87
AT1G22720	0	0	0	0	0	0.14
AT1G22730	7.11	8.93	5.03	3.49	6.94	10.92
AT1G22740	10.05	13.51	17.57	17.65	18.09	21.96
AT1G22750	24.39	31.54	46.96	51.92	37.39	47.62
AT1G22760	17.37	27.4	0.06	0	14.96	23.33
AT1G22770	8.72	11.77	22.4	13.31	12.15	12.41
AT1G22780	197.79	342.07	57.95	121.41	477.29	501.57
AT1G22790	8.57	13.68	8.79	6.17	16.93	20.4
AT1G22800	7.74	11.29	2.7	4.6	13.07	12.13
AT1G22810	0.17	0	0	0.83	0.14	0
AT1G22830	0.76	1.04	1.59	0.79	1.1	1.09
AT1G22840	122.94	204.24	65.96	118.53	280.04	327.33
AT1G22850	27.81	31.92	82.82	54.68	34.85	38.65
AT1G22860	1.8	2.55	2.08	2.16	3.12	2.78
AT1G22870	2.04	2.82	2.92	2.62	3.76	3.25
AT1G22880	2.86	2.96	1.87	1.85	4.69	4.83
AT1G22882	4.89	5.87	2.56	3.46	5.76	7.12
AT1G22885	20.98	39.02	26.89	24.68	58.12	66.94
AT1G22890	9.66	24.52	71.57	86.59	35.77	40.86
AT1G22900	0.4	0.69	1.78	3.61	0.75	1.08
AT1G22910	15.62	19.86	9.49	11.44	21.66	25.08
AT1G22920	13.79	18.07	9.8	9.66	20.03	23.7
AT1G22930	6.9	11.51	18.45	15.95	14.41	16.98
AT1G22940	2.73	4.93	8.15	4.73	6.38	7.32
AT1G22950	4.6	7.25	3.26	4.51	7.74	10.44
AT1G22960	1.19	2.39	0.84	0.66	2.18	2.46
AT1G22970	8.37	10.99	5.34	5.53	13.93	15.85
AT1G22980	0.73	1.52	0	0	1.3	1.75
AT1G22985	3.34	4.42	7.46	4.46	8.18	10.44
AT1G22990	0.75	3.3	0.89	1.94	3.34	2.31
AT1G23000	4.89	10.08	0.61	0.73	14.43	13.4
AT1G23010	2.18	2.75	0.6	0.92	3.12	3.88
AT1G23020	1.59	2.99	10.82	5.52	2.36	3.5
AT1G23030	6.06	9.12	5.07	6.18	9.03	9.57
AT1G23037	0	0	0	0	0	0
AT1G23040	6.14	10.07	8.57	6.97	9.42	14.62
AT1G23050	0.35	5.07	0	0	0	24
AT1G23052	9.12	5.15	35.21	22.33	19.04	0.09
AT1G23060	3.09	7.52	1.79	0.95	7.5	8.33
AT1G23070	0.61	0.72	0	0	0.42	1.05
AT1G23080	11.1	16.52	31.6	14.84	15.68	19.32
AT1G23090	7.72	13.35	10.29	13.92	13.68	15.69
AT1G23100	15.31	27.76	2.33	15.52	44.07	41.38
AT1G23110	0.28	2.16	0.16	0	0.9	1.33
AT1G23120	0	0.17	0.99	3.37	0	0.2
AT1G23130	24.23	25.2	410.72	258.97	19.95	33.57
AT1G23140	2.11	1.99	6.02	5.35	1.95	1.84
AT1G23145	0	0	0	0	0	0
AT1G23147	0	0	0	0	0	0
AT1G23150	18.14	25.47	1.15	1.74	11.48	16.09
AT1G23160	0	0	0	0	0.05	0.04
AT1G23170	2.85	4.19	2.87	2.12	4.32	5.04
AT1G23180	4.35	5.66	6.98	5.06	6.09	6.55
AT1G23190	24.92	32.3	21.33	24.28	35.24	46.18
AT1G23200	0.67	1.21	0.38	0.16	1.85	3.63
AT1G23201	0	0	0	0	0.2	0.5
AT1G23205	11.81	15.06	2.55	1.27	24.82	28.4
AT1G23210	0.08	0.24	0	0	0.06	0
AT1G23220	17.04	34.02	15.33	16.81	38.61	36.15
AT1G23230	3.25	4.7	2.28	2.54	4.06	4.64
AT1G23240	24.32	44.32	0	0	88.68	157.04
AT1G23250	1.53	2.77	0	0	12.1	19.92
AT1G23260	22.56	34.07	19.85	20.5	46.25	54.01
AT1G23270	0	0	0	0	0	0
AT1G23280	10.41	17.06	8.9	10.7	24.84	24.59
AT1G23290	279.34	455.89	102.25	192.45	635.71	684.87
AT1G23300	0	0	0	0	0	0
AT1G23310	137.17	143.08	499.7	414.35	185.15	229.54
AT1G23320	0	0	0	0	0	0
AT1G23330	3.83	4.84	2.65	3.32	6.95	9
AT1G23340	2.68	2.01	0.64	0.17	4.03	2.51
AT1G23350	13.53	21.97	0.38	0.27	5.13	7.33
AT1G23360	7.29	9.41	9.44	9.88	11.84	13.49
AT1G23380	3.89	8.91	0.61	0.13	12.88	13.06
AT1G23390	20.69	27.47	95.78	58.14	36.11	35.15
AT1G23400	9.06	9.57	19.52	12.36	12.05	13.04
AT1G23410	0	0	0	0	0	1.26
AT1G23420	6.82	14.28	0	0	13.27	17.88
AT1G23440	11.27	15.64	33.27	30.65	24.61	35.3
AT1G23450	0.12	0.39	0.08	0.08	0.15	0.25
AT1G23460	1.08	2.18	0.94	1.93	1.45	2.3
AT1G23465	0.23	0.23	0.53	0	1.25	1.38
AT1G23470	1.25	1.43	0.8	0.59	1.84	1.14
AT1G23480	2.2	3.45	3.75	4.49	3.58	4.16
AT1G23490	127.78	171.93	171.22	174.83	211.02	236.21
AT1G23500	0.63	0.39	0	0	0.31	2.13
AT1G23510	1.46	3.95	0	0	6.56	10.75
AT1G23520	2.79	7.38	0	0	9.8	19.83
AT1G23530	0.34	0.95	0.42	0.15	0.65	1.15
AT1G23540	4.48	3.3	0.2	0	1.63	1.69
AT1G23550	1.34	1.27	1.1	1.16	2.08	2.9
AT1G23560	6.68	8.15	0.13	0.15	21.51	29.14
AT1G23570	24.27	47.1	0	0.14	95.04	131.62
AT1G23580	2.41	4.38	0	0	8.11	13.95
AT1G23590	4.07	5.8	0	0	10.6	18.35
AT1G23600	3.22	3.84	0	0.15	6.44	13.84
AT1G23610	1.08	4.14	0	0	6.82	11.13
AT1G23620	2.12	5.07	0	0	5.77	9.57
AT1G23640	1.23	1.02	0	0	2.49	4.8
AT1G23645	0.61	1.3	0	0	1.42	4.22
AT1G23650	15.58	12.4	0	0	70.95	8.78
AT1G23660	2.66	4.98	0	0	10.8	16.01
AT1G23670	1.16	2.07	0	0	11.16	20.43
AT1G23680	0	0	0	0	0.32	0.83
AT1G23690	0.49	1.33	0	0	3.49	7.05
AT1G23700	0.69	0.8	0	0	1.31	2.42
AT1G23710	4.68	9.29	13.83	12.4	13.88	14.6
AT1G23720	0.25	0.31	0	0	0.18	0.12
AT1G23730	5.67	10.92	2.84	2.41	7.66	16.53
AT1G23740	17.45	20.31	38.45	26	31.24	30.1
AT1G23750	13.77	13.71	11.43	7.85	16.69	23.76
AT1G23760	0.57	1.15	0	0.14	1.66	1.76
AT1G23770	0.37	0.52	0	0	0.4	0.5
AT1G23780	10.39	12.82	13.53	10.2	14.32	17.41
AT1G23790	2.97	5.63	0	0	4.45	5.07
AT1G23800	3.43	5.7	1.24	2.54	4.88	14.22
AT1G23810	0.58	1.82	0	0	1	2.21
AT1G23820	51.19	77.1	40.57	41.18	95.52	102.78
AT1G23830	0.46	0.48	4.1	2.37	0	0.12
AT1G23840	0.31	0.65	3.57	5.13	0.59	0.7
AT1G23850	0.42	0.96	0.73	0.88	0.68	0.79
AT1G23860	33.47	43.84	12.5	10.6	49.35	48.39
AT1G23870	7.15	13.54	11.39	9.25	16.84	17.49
AT1G23880	1.66	2.48	0.47	1.36	3.13	3
AT1G23890	5.71	8.79	1.91	0.95	10.51	10.44
AT1G23900	4.79	7.59	6.02	4.92	6.31	7.94
AT1G23910	1.14	0	0	0	0	0
AT1G23915	0	0.29	0	0	0	0
AT1G23920	0	0	0	0	0	0
AT1G23930	0	0	0	0	0	0.04
AT1G23935	1.08	1.95	0.25	0.35	1.23	1.47
AT1G23950	8.8	12.17	10.17	10.36	13.15	14.83
AT1G23960	16.34	22.69	21.55	17.45	31.04	39.16
AT1G23965	0.11	0.23	1.12	0.43	0.27	0.08
AT1G23970	3.92	6.18	5.96	3.55	6.9	8.49
AT1G23980	1.77	3.9	1.22	1.03	3.79	4.72
AT1G23985	0	0	0	0	0.4	0
AT1G23990	0	0	0	0	0	0
AT1G23995	0	0	0	0	0	2.44
AT1G24000	0	0.27	0	0	0.42	0.36
AT1G24010	0	0.23	0	0	0	0.15
AT1G24020	304.76	550.47	6.08	4.41	822.15	1266.49
AT1G24030	1.22	0.99	0.22	0.21	1.95	2.71
AT1G24040	7.37	6.29	11.8	9.7	9.95	10.74
AT1G24050	35.98	56.03	33.89	30.94	74.77	81.95
AT1G24060	0	0	0	0	0.44	0
AT1G24062	0.34	0.34	0	0	0	0
AT1G24068	0	0	0	0	0	0.45
AT1G24070	17.06	25.49	0	0.07	22.96	33.77
AT1G24080	0	1.82	0	0.63	0	0
AT1G24090	2.2	3.76	0.1	0.75	3.54	3.31
AT1G24095	5.02	5.57	0.94	1.51	8.01	9.41
AT1G24100	7.16	9.56	15.84	20.73	15.85	21.31
AT1G24110	0.78	1.64	0	0	0	0
AT1G24120	8.78	13.97	12.52	9.44	17.31	17.17
AT1G24130	0.17	0.09	0.31	0	0.07	0.34
AT1G24140	0.77	0.22	1.83	4.53	0.46	0.99
AT1G24145	0.26	0.13	4.86	22.91	0.52	0.17
AT1G24147	0.57	1.48	12.69	79.9	2.78	1.73
AT1G24148	3.5	4.7	29.45	20.51	6.04	8.13
AT1G24150	0.52	0.84	3.58	5.22	0.95	1.08
AT1G24159	0	0	0	0	0	0
AT1G24160	10.56	18.58	20.63	11.89	20.97	23.11
AT1G24170	15.56	15.33	5.61	8.88	15.16	24.92
AT1G24180	15.87	22.77	14.57	12.95	24.7	30.54
AT1G24190	2.7	5.36	3.89	3.88	5.4	5.8
AT1G24200	0.25	0.5	0	0	0	0.5
AT1G24210	1.97	2.69	0.39	1.46	3.55	4.38
AT1G24212	0	0	0	0	0	0
AT1G24220	0.22	0.34	0.07	0	0.5	0.3
AT1G24230	0.19	0.19	0	0	0.45	0.89
AT1G24240	8.15	20.99	7.67	7.41	20.27	22.93
AT1G24250	1.04	0.88	0	0	0.9	1.48
AT1G24256	0	0	0	0	0	0
AT1G24260	108.04	143.82	1.32	3.31	209.48	294.56
AT1G24265	2.86	3.56	0.94	0.9	6.03	5.23
AT1G24267	13.08	18.98	9.5	10.46	20.1	21.58
AT1G24270	0.15	0	0	0.19	0.24	0.2
AT1G24280	2.24	2.58	1.89	1.52	1.97	2.72
AT1G24290	3.4	3.39	3.42	2.23	4.03	4.02
AT1G24300	3.11	4.48	3.49	3.11	4.24	4.49
AT1G24310	7.35	7.97	4.07	3.67	11.65	9.69
AT1G24320	0.09	0.2	0	0.06	0.51	0.45
AT1G24330	2.8	2.71	1.4	1.48	3.16	3.73
AT1G24340	3.41	3.89	5.67	3.07	4.98	5.47
AT1G24350	8.59	11.81	13.37	12.15	12.78	14.76
AT1G24360	49.15	78.29	26.04	37.83	89.36	103.83
AT1G24370	0	0	0	0	0.08	0
AT1G24380	0	0	0	0.11	0	0.1
AT1G24388	0	0	0	0	0	0
AT1G24390	0	0	0	0	0	0
AT1G24400	6	6.81	3.04	2.24	8.7	18.69
AT1G24405	1.38	2.2	0	0	0.16	0.65
AT1G24420	0	0	0	0	0	0.06
AT1G24430	0	0	0	0	0	0
AT1G24440	5.34	7.02	16.76	9.49	9.64	10.83
AT1G24450	11.72	17.38	11.55	8.2	27.87	30.06
AT1G24460	4.76	6.66	5.11	4.77	7.13	8.42
AT1G24470	3.19	7.22	2.49	4.03	9.1	12.72
AT1G24475	0	93.86	0	0	0	0
AT1G24480	0	0.32	0	0	0.13	0.42
AT1G24485	0	0	0	0	0	0
AT1G24490	7.09	12.02	11.29	10.36	12.59	13.06
AT1G24510	34.25	56.66	20.44	24.7	66	63.82
AT1G24520	112.66	187.68	2.37	1.75	45.75	60.93
AT1G24530	2.73	2.77	3.18	5.17	4.19	4.8
AT1G24540	1.1	3.1	0	0	1.24	2.09
AT1G24545	0	0	0	0	0	0
AT1G24560	3.83	6.71	8.86	8.06	7.59	8.52
AT1G24570	0.69	0.65	0	0	0.55	0.69
AT1G24575	7.88	13.49	6.13	8.18	11.31	13.92
AT1G24577	0.37	0.95	0.89	0.47	0.89	0.37
AT1G24580	0.31	0.16	0.18	0.98	0	0.1
AT1G24590	0	0	0	0	0	0
AT1G24600	23.34	34.5	1.77	2.82	75	91.68
AT1G24610	9.71	11.6	12.94	9.69	14.72	15.35
AT1G24620	7.6	10.15	0.15	0	4.31	7.8
AT1G24625	0.58	3.13	13.34	10.22	1.6	1.4
AT1G24640	0	0	0	0	0	0
AT1G24650	0.05	0.14	0	0	0.23	0.09
AT1G24657	2.82	1.54	0	0	2.01	3.37
AT1G24660	0	0	0	0	0	0
AT1G24686	0.41	0	0	0	0.31	0.53
AT1G24706	3.48	4.22	3.68	3.17	4.86	4.6
AT1G24733	0	0	0	0	0	0
AT1G24735	0	0	0.24	0.18	0.14	0.73
AT1G24764	7.13	12.23	4.24	3.14	13.14	16.42
AT1G24792	0	0	0	0.21	0.7	0.43
AT1G24793	0	8.72	12.37	6.8	5.3	9.67
AT1G24800	0	0	0.6	0	0	1.19
AT1G24807	0	0	0	0	0	0
AT1G24822	0	0	0	0	0	0
AT1G24851	0	0	0	0.79	0.53	0.4
AT1G24879	0.62	0.14	0	0.34	0.09	0
AT1G24880	101.45	154.04	40.74	45.25	236.52	235.16
AT1G24881	5.7	6.69	12.69	2.19	6.57	13.13
AT1G24909	0	0	0	0	0	0
AT1G24938	0	0.14	0	0	0	0
AT1G24967	0	0	0	0	0	0
AT1G24996	65.92	72.49	22.94	8.21	2.74	0
AT1G25025	0.46	0	0.14	0	0.61	0.23
AT1G25053	0	0	0.83	0	0	0.28
AT1G25054	9.37	13.65	7.96	0	19.85	2.12
AT1G25055	0	0	7.84	0	0	0.76
AT1G25083	0	0	0	0	0.23	0.19
AT1G25097	0.35	0	0	0	0	0
AT1G25098	130.68	269.37	116.34	95.75	431.28	485.17
AT1G25112	0.46	0	0.14	0	0.61	0.23
AT1G25141	0	0	0	0	0	0
AT1G25145	0	0	0	0	0.61	14.79
AT1G25150	24.36	47.12	19.55	31.68	47.97	41.99
AT1G25155	0	0	0	0	0	0
AT1G25175	26.01	10.92	2.46	0	3.68	3.42
AT1G25180	0.33	1.12	0.39	0	0	0.49
AT1G25209	0	0.11	0	0	0	0
AT1G25210	5.38	3.26	0	7.89	0	0
AT1G25211	2.1	5.68	8.63	1.58	13.44	24.19
AT1G25220	11.27	19.78	15.8	23.96	22.13	25.34
AT1G25230	10.89	21.48	38.68	11.59	34.83	76.87
AT1G25240	7.93	11.96	0.2	0	4.44	4.27
AT1G25250	1.46	3.14	0.66	0.46	3.86	4.14
AT1G25260	32.91	57.29	10.33	19	68.38	73.44
AT1G25270	0	0	0	0	0	0
AT1G25275	158.43	266.73	598.89	375.27	350.93	343
AT1G25277	0.49	1.45	3.09	0.87	2.1	2.62
AT1G25280	7.84	14.24	11.78	8.2	14.36	17.61
AT1G25290	5.55	10.56	12.31	7.6	11.81	12.74
AT1G25300	0	0.52	0	0	0.13	0
AT1G25310	0	0	0	0	0	0.24
AT1G25320	3.03	5.1	4.27	2.26	5.58	5.39
AT1G25330	8.33	19.28	0	0	15.93	23.99
AT1G25340	0.11	1.02	0	0	0.71	0.91
AT1G25350	10.12	15.28	10.34	10.9	17.31	20.85
AT1G25360	0.83	1.49	0.22	0.3	0.87	0.84
AT1G25370	0.63	1.27	0.55	0.59	1.8	2.08
AT1G25375	2.4	4.39	3.01	2.02	4.68	4.81
AT1G25380	5.07	8.28	5.31	3.81	9.33	10.9
AT1G25390	2.34	3.18	3.94	4.17	4.17	3.77
AT1G25400	1.44	3.99	2.81	5.83	5.29	3.65
AT1G25410	0	0	0	0	0	0
AT1G25420	12.62	13.5	13.12	10.48	17.49	18.37
AT1G25422	0	0	0.72	1.38	0.1	0.16
AT1G25425	0.17	0.27	3.32	1.59	0.78	1.29
AT1G25430	0.02	0	2.46	0.81	0.02	0.02
AT1G25440	59.75	64.06	172.68	107.81	85.08	105.24
AT1G25450	9.91	14.4	0.59	2.18	13.7	24.45
AT1G25460	0.1	0.11	0	0	0	0.14
AT1G25470	10.6	16.29	5.43	2.91	16.18	22.39
AT1G25480	3.92	7.57	4.02	2.81	5.41	7.92
AT1G25490	17.41	26.3	16.92	14.75	28	31.95
AT1G25500	2.34	3.29	2.19	1.85	2.91	4.97
AT1G25510	17.65	20.17	0.37	0.55	23.85	28.25
AT1G25520	7.59	13.85	11.69	13.35	16.66	22.79
AT1G25530	3.35	5.29	0.87	0.65	6.14	9.58
AT1G25540	5.34	6.38	5.21	3.13	6.03	6.93
AT1G25550	7.38	11.38	46.84	45.92	17.49	15.08
AT1G25560	6.78	11.74	34.21	22.95	14.33	10.02
AT1G25570	6.55	8.45	6.55	6.05	8.76	9.14
AT1G25580	3.72	6.75	2.76	2.76	6.22	7.92
AT1G25682	9.55	14.87	14.8	14.24	17.91	22.12
AT1G25784	0	0	0	0	0.04	0
AT1G25886	0	0	0.08	0	0	0
AT1G25988	0	0	0	0	0	0
AT1G26090	3.65	4.02	5.36	3.52	5.54	6.08
AT1G26100	13.51	15.98	4.68	4.86	19.91	19.53
AT1G26110	32.09	42.25	36.01	26.68	43.88	46.21
AT1G26120	3.53	5.39	5	3.39	4.21	4.47
AT1G26130	1.91	2.01	2.33	1.74	1.85	2.58
AT1G26140	0.29	0	0	0	0.18	0.14
AT1G26150	15.95	18.15	20.87	12.46	15.81	16
AT1G26160	6.21	10.15	11.92	9.05	13.56	13.86
AT1G26170	3.13	4.21	4.5	3.19	3.95	4.89
AT1G26180	13.93	21.88	16.68	16.85	23.08	24.89
AT1G26190	4.09	6.3	1.83	1.04	5.97	5.56
AT1G26200	0	0	0.1	0.77	0.07	0.23
AT1G26208	3.33	3.38	4.44	2.17	2.33	4.16
AT1G26210	1.79	4.52	4.04	2.68	6.07	5.74
AT1G26218	2.11	5.87	2.43	1.97	6.68	11.58
AT1G26220	10.23	7.1	18.2	15	13.43	10.52
AT1G26225	0	1.54	0	2.22	0	1.85
AT1G26230	4.02	5.11	8.43	4.91	6.8	5.14
AT1G26233	3.5	0	0	0	0	0
AT1G26235	0	3.49	2.99	0	1.2	0
AT1G26240	0	0	0	0	0	0
AT1G26250	0	0	0	0	0	0
AT1G26255	0	0	0	0	0	0.11
AT1G26260	2.75	4.73	1.59	1.77	5.46	5.2
AT1G26270	9.33	14.24	10.07	8.74	16.65	17.12
AT1G26290	0.36	0.86	0.13	0.6	0.32	1.08
AT1G26300	8.84	11.41	7.64	6.31	13.11	17.56
AT1G26310	2.18	4.66	0	0	7.7	6.67
AT1G26320	2.79	1.6	0	0	1.47	2.93
AT1G26330	0.64	1.07	0.31	0.25	0.78	0.92
AT1G26340	9.39	15.02	5.03	9.26	19.66	20.96
AT1G26350	0	0	0	0	0	0
AT1G26355	0	0	0	0	0	0
AT1G26360	0	0	0	0	0.07	0
AT1G26370	3.82	5.93	2.48	2.16	6.36	6.19
AT1G26380	0	0.14	0.51	0.99	0	0
AT1G26390	0	0	0.26	2.98	0	0
AT1G26400	0	0	0	0	0	0
AT1G26410	0	0	0	0	0	0
AT1G26420	0	0	0.43	1.27	0	0
AT1G26430	0	0	0	0	0	0
AT1G26440	3.33	5.93	11.38	6.91	7.07	6.58
AT1G26450	7.58	11.18	0.28	0.29	12.05	15.03
AT1G26460	9.42	14.29	6.87	6.21	15.52	16.78
AT1G26470	20.3	36.94	11.02	17.51	43.08	46.98
AT1G26480	15.96	15.1	0	0	11.34	18.47
AT1G26490	0	0	0	0	0	0
AT1G26500	0.66	0.61	0.62	0.26	0.54	1.18
AT1G26510	0.11	0.56	0	0.14	0.26	0.15
AT1G26515	0.36	0.25	0	0	0.19	0.72
AT1G26520	1.42	3.35	0.65	1.67	2.93	2.76
AT1G26530	0.19	0.83	0	0.39	1.27	1.07
AT1G26540	2.84	4.24	0.19	0.13	5.74	6.47
AT1G26550	43.79	73.41	66.32	77.05	99.1	109.05
AT1G26558	0.42	0.83	5.29	0.86	1.08	1.02
AT1G26560	10.34	13.78	6.92	8.52	12.62	15.53
AT1G26570	4.98	6.61	2.44	1.72	7.08	8.66
AT1G26580	12.93	18.82	19.47	11.4	21.06	27.15
AT1G26590	0.5	0.33	0.13	0.14	0.86	1.13
AT1G26600	1.05	2.4	0.76	0.38	1.88	3.72
AT1G26610	2.05	2.56	0	0	2	3.21
AT1G26620	2.5	4.03	2.53	2.34	4.05	4.99
AT1G26630	638.96	940.27	396.34	676.94	1205.76	1319.95
AT1G26640	6.86	8.82	5.05	3.77	8.25	12.17
AT1G26650	9.89	15.09	8.96	8.95	13.53	22.38
AT1G26660	7	10.3	4.25	5.2	9.68	11.3
AT1G26665	23.8	37.82	11.71	10.71	37.21	36.9
AT1G26670	23.16	38.25	57.56	44.01	50.97	64.41
AT1G26680	0.13	0.27	0	0	0.36	0.28
AT1G26690	15.87	19.72	11.18	10.3	24.89	29.74
AT1G26700	0	0.12	0	0	0.14	0.19
AT1G26710	3.39	4.75	0	0	17.46	28.16
AT1G26720	10.07	15.5	0	0.21	52.87	84.89
AT1G26730	1.49	2.08	1.05	0.67	1.85	2.48
AT1G26740	21.7	31.37	10.48	19.59	45.99	52.04
AT1G26750	20.58	36.92	14.84	22.6	41.22	54.04
AT1G26760	1.11	3.07	0.17	0.37	3.31	3.25
AT1G26761	3.17	4.62	14.75	9.91	4.69	6.34
AT1G26762	0.79	0.79	1.51	1.6	1.03	0.87
AT1G26770	18.56	19.86	9.15	19.29	19.15	35.37
AT1G26773	0	0	0	0	0	0
AT1G26780	3.86	3.67	0	0	6.54	6.33
AT1G26790	0	0.38	0	0	0.23	0
AT1G26795	0.26	1.31	0	0	2.04	0.34
AT1G26796	0.29	0	0	0	0	0.19
AT1G26797	0	0	0	0	0	0
AT1G26798	0	0	0	0	0	0
AT1G26799	0	0	0	0	0	0
AT1G26800	6.68	10.38	24.71	15.46	23.04	18.45
AT1G26810	0.99	2.09	1.62	0.79	2.28	2.59
AT1G26815	0	0	0	0	0	0
AT1G26820	1.62	3.86	0.57	0.3	3.2	10.79
AT1G26830	7.23	11.54	11.23	7.72	12.54	16.2
AT1G26840	3.43	4.13	0.26	2.1	3.05	3.91
AT1G26850	34.06	51.24	35.14	32.45	50.82	54.4
AT1G26860	0	0	0	0	0	0
AT1G26870	0	0	0	0	0	0
AT1G26880	102.33	174.14	42.34	94.75	261.87	284.81
AT1G26890	0.08	0.42	0	0	0.42	0.39
AT1G26900	1.59	2.09	1	0.97	2.77	3.64
AT1G26910	13.82	19.26	2.07	5.3	21.25	18.63
AT1G26911	0.21	0.21	0	0	0.16	0.27
AT1G26920	15.6	22.62	56.33	33.09	24.66	33.26
AT1G26921	0	0	0	0	0	0
AT1G26930	3.5	5.94	0.55	0.93	4.51	5.09
AT1G26940	8.17	12.93	4.13	4.38	14.38	16.61
AT1G26945	11.09	22.48	12.62	10.15	30.38	44.95
AT1G26950	0	0	0	0	0	0
AT1G26960	4.22	7.92	2.49	1.89	11.98	11.23
AT1G26970	0.06	0.07	0	0	0.05	0.04
AT1G26973	0	0	0	0	0	0
AT1G26975	0	0	0	0	0	0
AT1G26976	0	0	0	0	0	0
AT1G26985	0	0	0	0	0	0
AT1G26990	0	0	0.03	0	0	0
AT1G27000	13.57	19.93	26.15	21.86	24.83	31.67
AT1G27008	0	0	0	0	0	0.19
AT1G27020	0.82	1.04	51.1	36.35	1.15	0.56
AT1G27030	2.9	4.78	9.3	1.24	11.2	9.9
AT1G27040	1.95	2.68	0	0	3.11	5.74
AT1G27045	5.91	13.23	0.25	0	30.27	37.21
AT1G27050	8.29	11.94	6.6	12.05	16.46	19.07
AT1G27060	1	1.57	2.11	1.31	1.88	2.44
AT1G27070	3.68	4.6	3.14	2.42	6.12	7.01
AT1G27080	0	0.06	0	0	0.18	0.11
AT1G27090	23.78	41.07	54.53	34.67	48.4	57.74
AT1G27100	9.21	14.88	32.59	24.24	14.82	18.51
AT1G27110	0.13	0.23	0.18	0.09	0.49	0.34
AT1G27120	4.25	5.99	1.82	1.09	7.65	10.19
AT1G27130	17.73	31.51	102.59	55.13	39.23	41.94
AT1G27135	0	0	0	0	0	0
AT1G27140	0	0	0	0	0.11	0
AT1G27150	6.47	11.4	10.85	5.52	11.43	15.46
AT1G27160	0	0	0	0	0	0
AT1G27170	0.81	0.76	1.15	0.82	1.16	1.14
AT1G27180	0.69	0.66	1.48	0.81	0.97	1.03
AT1G27190	8.47	12.94	11.4	6.31	15.76	16.82
AT1G27200	3.35	4.39	16.42	11.64	4.13	4.8
AT1G27210	7.33	10.65	10.67	5.72	12.91	12.87
AT1G27220	0	0	0	0	0	0
AT1G27240	0.54	0	0	0	0	0
AT1G27250	0	0	0	0	0	0
AT1G27260	0.86	0.65	0	0	1.7	1
AT1G27270	0.97	1.58	0	0	0.31	2.19
AT1G27280	0	0	0	0	0.67	0.28
AT1G27285	1.12	1.28	0.88	0.26	1.18	1.69
AT1G27290	45.97	77.37	144.22	78.58	98.51	109.09
AT1G27300	24.24	30.28	25.22	26.36	44.11	55.14
AT1G27310	69.27	122.69	61.88	65.94	155.48	173.9
AT1G27320	7.41	9.62	13.4	11.4	9.34	10.24
AT1G27330	22.46	39.83	16.15	33.46	55.05	74.87
AT1G27340	7.44	9.77	9.75	7.18	10.82	10.38
AT1G27350	29.65	52.19	14.78	25.7	69.26	86.89
AT1G27360	10.02	15.73	1.29	2.43	16.46	21.87
AT1G27370	9.93	11.86	2.24	1.78	16.08	17.24
AT1G27380	0.23	0.52	0.26	0.52	0.54	0.9
AT1G27385	15.54	21.98	46.15	27.25	38.87	44.01
AT1G27390	20.85	32.27	11.13	16.02	41.59	44.17
AT1G27400	198.83	337.76	66.66	129	444.72	484.87
AT1G27410	4.77	4.84	2.88	1.26	5.28	4.96
AT1G27420	1	1.67	1.24	0.92	1.31	2.78
AT1G27430	3.57	4.64	3.91	3.1	3.74	3.99
AT1G27435	38.59	60.02	26.17	36.65	82.9	99.41
AT1G27440	2.39	3.96	2.23	1.27	4.38	5.53
AT1G27450	114.12	188.02	89.48	112.99	217.36	256.8
AT1G27460	4.88	9.26	4.57	3.52	10.05	11.42
AT1G27461	0.1	0	0	0	0	0.07
AT1G27470	3.39	5.53	2.15	2.74	6.25	5.68
AT1G27480	9.15	8.8	21.68	17.03	10.24	11.68
AT1G27490	0	0	0	0	0	0
AT1G27500	2.97	3.17	1.47	1.13	2.89	2.95
AT1G27510	9.33	13.09	14.01	10.29	17.42	18.84
