X	col0_fb1	col0_fb2	col0_leaf1	col0_leaf2	d234_fb1	d234_fb2
AT1G18180	7.09	7.74	0.31	0.98	9.29	9.77
AT1G18190	3.29	5.67	2.21	2.13	5.08	5.86
AT1G18191	0	0	0	0	0	0
AT1G18193	0	0	0	0	0	0
AT1G18197	0	0.34	0	0.18	0.45	0.47
AT1G18200	1.07	1.8	0.49	1.72	1.52	1.35
AT1G18210	48.25	95.69	67.87	70.83	107.55	128.43
AT1G18220	0	0	0	0	0	0
AT1G18230	0	0	0	0	0	0
AT1G18240	0	0	0	0	0	0.22
AT1G18250	46.16	81.96	0.86	0.41	104.28	97.99
AT1G18260	9.73	13.41	10.86	9.36	13.24	15.76
AT1G18265	1.52	1.46	5.44	1.36	2.28	2.76
AT1G18270	4.39	6.31	5.19	3.52	7.31	8.12
AT1G18280	29.23	55.85	0.17	0	51.22	73.25
AT1G18290	0.12	0.61	0.14	0.46	0.48	0.87
AT1G18300	5.84	7.38	2.81	4.91	8.93	7.72
AT1G18310	0	0	0	0	0.1	0
AT1G18320	1.45	3.31	0	0.39	3.65	1.85
AT1G18330	4.92	8.39	10.78	6.14	13.54	13.4
AT1G18335	2.89	5.59	2.86	2.38	7.94	7.21
AT1G18340	4.03	6.84	3.36	4.22	6.25	7.97
AT1G18350	0	0.12	1.45	0.31	0	0
AT1G18360	4.85	8.46	17.14	6.81	10.46	12.6
AT1G18370	3.81	6.39	0.22	0.32	7.24	6.32
AT1G18382	0	0	0.44	0	0.04	0.1
AT1G18390	0.05	0.41	6.87	5.04	0.39	0.4
AT1G18400	1.27	4.08	9.05	4.19	1.33	4.04
AT1G18410	1.12	0.79	0	0	0.81	0.88
AT1G18415	2.53	4.11	1.13	0.72	3.66	3.82
AT1G18420	0.47	0	0	0	0	0.42
AT1G18430	0	0	0	0	0	0
AT1G18440	5.36	8.4	8.56	7.86	9.55	8.79
AT1G18450	18.58	32.16	12.21	11.6	36.1	39.03
AT1G18460	5.78	8.82	8.95	7.44	10.93	11.02
AT1G18470	8.42	11	23.69	15.78	11.83	14.6
AT1G18480	7.27	10.57	8.61	7.77	12.25	14.83
AT1G18485	1.6	2.21	4.11	1.95	1.45	2.16
AT1G18486	0	0	0	0	0.76	0.34
AT1G18490	6.14	9.57	6.57	7.35	11.73	12.56
AT1G18500	12.09	18.14	24.03	18.1	20.76	22.36
AT1G18510	0	0	0	0	0	0
AT1G18520	2.45	4.25	0	0	4.55	8.74
AT1G18530	0	0	0	0	0	0
AT1G18540	115.38	194.08	45.64	99.3	243.54	241.71
AT1G18550	1.24	2.76	0.23	0.31	2.76	3.78
AT1G18560	0.86	1.34	1.32	0.97	1.83	1.57
AT1G18570	1.04	0.73	7.83	10.79	0.74	0.33
AT1G18580	3.73	5.82	4.7	3.47	5.39	6.18
AT1G18590	2.19	2.73	10.67	13.63	4.47	4.5
AT1G18600	7.2	8.48	7.4	6.07	12.08	14.61
AT1G18610	2.27	3.92	1.52	1.28	3.45	4.54
AT1G18620	7.31	8.74	26.18	13.95	11.55	15.32
AT1G18630	4.77	7.79	4.44	4.21	11.98	12.41
AT1G18640	15.97	26.99	23.44	17.88	31.13	38.22
AT1G18650	24.31	33.19	4.37	3.14	45.65	50.32
AT1G18660	9.86	13.81	14.85	11.47	14.14	17.52
AT1G18670	1.55	2.8	0.77	1.83	3.58	2.75
AT1G18680	5.28	8.14	8.59	4.55	10.35	13.91
AT1G18690	1.4	2	1.77	1.74	2.18	3.58
AT1G18700	4.37	9.97	7.19	5.38	10.6	11.43
AT1G18710	0.6	3.67	4.96	5.38	2.29	2.37
AT1G18720	42.2	72.56	65.99	68	96.53	116.34
AT1G18730	38.84	61.66	168.5	107.86	84.32	106.47
AT1G18735	1.75	1.36	0	1.11	1.33	0.85
AT1G18740	7.27	11.78	11.17	15.67	17.07	18.51
AT1G18745	4.57	9.42	3.03	6.49	11.76	10.85
AT1G18750	2.41	2.25	1.05	1.13	2.27	2.8
AT1G18760	0	0	0	0	0	0
AT1G18770	0	0	0	0	0	0
AT1G18773	3.35	5.19	7.74	4.83	7.08	5.56
AT1G18780	0.14	0	0	0	0.22	0.18
AT1G18790	0	0.16	0	0	0.12	0
AT1G18800	17.61	31.57	6.89	13.19	41.66	38.23
AT1G18810	0.69	1.76	8.28	5.35	2.88	2.9
AT1G18820	0	0	0	0	0	0
AT1G18830	0.04	0	0.49	0.11	0.06	0
AT1G18835	0	0	0.26	0.28	0	0
AT1G18840	9.24	11.59	2.59	2.71	14.85	18.01
AT1G18850	5.04	7.92	3.47	4.46	11.23	8.99
AT1G18860	0	0	0.16	1.52	0	0
AT1G18870	1.2	1.6	2.1	0.93	2.11	1.92
AT1G18871	0	0	0	0	1.11	0
AT1G18879	0	0	0	0	0	0
AT1G18880	0.34	1.27	1.45	0.13	0.55	0.89
AT1G18890	2.28	4.23	8.74	10.25	4.74	5.14
AT1G18900	2	4.2	2.44	2.42	4.97	5.13
AT1G18910	0.35	0.37	0.3	0.24	1.04	0.62
AT1G18930	0	0	0	0	0	0
AT1G18940	0.07	0.14	0.33	0.35	0.11	0.14
AT1G18950	4.52	8.09	3.6	3.21	8.71	9.42
AT1G18960	1.74	3.86	0	0	5.19	5.48
AT1G18970	0	0	0	0	0	0
AT1G18975	0	0	0	0	0	0
AT1G18980	0	0	0	0	0.12	0.19
AT1G18990	6.79	10.7	0.49	0	2.82	3.47
AT1G19000	34.73	54.51	142.05	93.83	72.8	81.1
AT1G19010	1.74	3.35	2.72	4.07	5.75	5.59
AT1G19020	1.61	3.27	32.28	38.71	5.76	2.81
AT1G19025	0.72	1.14	0.76	1.1	1.51	1.07
AT1G19030	0	0.22	0	0	0.09	0.15
AT1G19040	0	0	0	0	0.31	0.19
AT1G19050	19.3	25.63	85.72	87.53	30.09	26.84
AT1G19060	0	0	0	0	0.25	0.21
AT1G19070	1.31	3.27	1.71	1.19	1.91	5.97
AT1G19080	4.16	8.93	4.36	4.24	11.88	11.56
AT1G19086	0	0	0	0	0	0
AT1G19090	0.14	0.46	0	0	0.12	0.13
AT1G19100	1.83	3.92	1.04	1.17	5.3	4.93
AT1G19110	9.15	12.73	15.46	8.86	12.02	13.95
AT1G19115	0.16	0.44	0	0	0.74	1.28
AT1G19120	27.4	34.09	26.31	19.19	52.98	62
AT1G19130	17.63	23.98	30.33	26.67	31.48	33.67
AT1G19140	9.21	13.34	4.6	7.34	16.17	16.96
AT1G19150	34.83	32.41	163.81	69.42	52.45	71.3
AT1G19160	0	0	0	0.15	0.28	0.54
AT1G19170	3.12	5.71	4.42	4.95	6.58	8.15
AT1G19180	30.05	44.81	48.86	84.8	25.32	49.25
AT1G19190	0.56	1.05	0.41	0.44	0.73	0.83
AT1G19200	0.58	1.8	2.14	2.65	1.71	3.18
AT1G19210	0.6	0.62	0.36	0.39	0.73	0.2
AT1G19220	1.61	2.74	2.27	1.04	2.98	3.07
AT1G19230	0.52	0.59	0.1	0	1.38	1.21
AT1G19240	10.83	15.56	10.1	11.2	29.18	32.95
AT1G19250	0	0	0	0	0	0
AT1G19260	0	0	0	0	0	0
AT1G19270	1.25	3.12	6.24	5.16	3.41	5.25
AT1G19290	1.16	1.87	0.94	0.76	1.49	1.66
AT1G19300	6.59	9.19	10.28	10.99	9.91	11.72
AT1G19310	12.67	15.93	46.6	29.97	19.55	24.94
AT1G19320	0	0.16	0.38	0	0	0.21
AT1G19330	14.84	26.86	13.59	8.07	29.71	32.96
AT1G19340	1.17	1.58	2.37	1.39	1.77	2.22
AT1G19350	29.05	44.25	61.77	32.82	51.41	54.98
AT1G19360	5.11	12.11	7.98	8.05	13.58	13.68
AT1G19370	5.43	7.12	10.48	6.5	6.9	9.07
AT1G19371	0	0	0	0	0	0
AT1G19373	0	0	0	18.42	16.7	16.88
AT1G19376	15.58	0	0	0	8.87	8.78
AT1G19380	3.17	7.3	8.18	20.61	8.49	5.66
AT1G19390	0	0	0	0	0	0
AT1G19392	0	0	0	0	0	0
AT1G19394	2.93	5.69	0	2.29	3.69	2.82
AT1G19396	6.73	13.02	10.99	2.83	13.43	13.61
AT1G19397	5.31	8.35	6.41	4.79	7.97	8.61
AT1G19400	22.99	32.13	45.17	39.29	39.53	41.87
AT1G19410	0	0	0	0	0	0.07
AT1G19415	0	0	0	0	0	0
AT1G19420	0	0	0	0	0.04	0.04
AT1G19430	3.68	5.83	4.68	4.57	6.13	7.15
AT1G19440	3.24	6.09	4.23	4.41	7.38	7.43
AT1G19450	8.15	9.64	35.54	39.52	9.97	12.83
AT1G19460	0	0.32	0	0	0.42	0.74
AT1G19464	0	0	0	0	0	0
AT1G19470	0.1	0	0	0	0	0.45
AT1G19480	3.7	4.62	4.38	2.64	6.96	6.28
AT1G19485	4.64	5.75	3.47	2.84	6.02	5.96
AT1G19490	1.14	1.47	0.08	0.76	2.04	1.86
AT1G19500	11.19	14.76	0	0.26	4.35	5.32
AT1G19510	2.74	5.98	5.69	4.45	3.17	6.01
AT1G19520	7.34	11.45	2.98	3.85	12.22	12.07
AT1G19530	0	0	0	0.55	0	0
AT1G19540	1.99	2.77	0.32	0.25	3.17	4.73
AT1G19550	0.09	0.56	0	0	0	0
AT1G19560	0.06	0	0	0.08	0	0
AT1G19565	0.45	0.91	0	0	0	0.3
AT1G19570	309.06	518.07	143.04	148.51	787.03	962.66
AT1G19580	11.36	18.35	9.54	8.83	24.9	28.19
AT1G19600	13.95	24.24	14.64	14.16	29.14	28.28
AT1G19610	0	0.48	4.66	27.29	0.19	0
AT1G19620	0.28	0.09	0	0	0.07	0.51
AT1G19630	0.26	0.3	0.09	0.09	0.44	0.44
AT1G19640	3.08	4.18	1.31	0.2	5.85	4.33
AT1G19650	5.72	7.45	5.69	2.81	6.72	8.76
AT1G19660	39.67	53.62	100.08	64.41	69.11	79.95
AT1G19670	35.72	55.9	30.78	52.06	48.93	60.59
AT1G19680	7.5	13.73	10.44	7.06	14.84	18.84
AT1G19690	2.64	3.65	4.18	2.4	3.54	3.36
AT1G19700	3.68	6.46	8.87	7.76	7.87	9.21
AT1G19710	2.2	4.53	2.55	3.65	4.6	5.79
AT1G19715	6.36	7.77	15.72	9.8	10.47	9.63
AT1G19720	4.53	7.26	14.01	10.53	8.71	8.84
AT1G19730	18.21	30.36	11.91	15.28	48.98	51.11
AT1G19740	38.07	55.74	152.52	116.88	62.58	75.51
AT1G19750	0.22	0.61	0	0	0.16	0.32
AT1G19770	35.62	43.52	105.86	61.8	51.37	43.39
AT1G19780	1.26	2.01	1.23	1.41	1.14	1.1
AT1G19790	1.11	1.54	0	0	1.73	1.71
AT1G19800	11.38	16.05	16.22	15.76	18.91	21.87
AT1G19810	0	0.08	0	0	0	0
AT1G19830	6.77	11.68	0.2	0	16.53	22.59
AT1G19835	13.2	15.09	10.44	7.86	16.91	20.86
AT1G19840	1.81	2.76	0.15	0.47	3.43	4.31
AT1G19850	8.48	15.23	1.1	1.28	16	21.28
AT1G19860	2.86	5.63	5.37	5.02	5.17	5.92
AT1G19870	12.41	17.8	7.55	5.72	20.24	24.93
AT1G19880	8.77	15.02	6.93	5.47	17.2	17.64
AT1G19890	8.22	7.36	0	0	5.29	7.93
AT1G19900	0	0	0	0	0	0
AT1G19910	136.18	165.69	155	213.83	167.89	198
AT1G19920	15.27	23.36	11.65	13.04	27.43	32.92
AT1G19930	0	0	0	0	0	0
AT1G19940	2.63	1.55	0.33	0.51	1.8	2.7
AT1G19950	4.32	6.33	2.47	2.84	8.48	7.6
AT1G19960	0.73	6.62	71.39	103.44	7.87	7.24
AT1G19968	0	0	0.23	0	0.15	0
AT1G19970	5.99	11.35	1.17	2.76	11.28	16.44
AT1G19980	3	5.14	1.97	1.15	6.74	8.04
AT1G19990	9.01	20.4	3.54	4.35	24.28	26.54
AT1G20000	0	0	0	0	0	0
AT1G20010	108.3	126.86	170.53	90.88	146.37	152.01
AT1G20015	0	45.04	0	45.81	16.16	47.81
AT1G20020	211.49	227.79	818.57	465.6	251.56	313.94
AT1G20030	9.22	17.1	31.52	11.04	19.27	21.53
AT1G20040	0	0	0	0	0	0
AT1G20050	32.68	48.39	29.99	33.08	61.46	75.59
AT1G20060	0.83	1.71	0.27	0.25	2.23	1.42
AT1G20065	0.41	1.3	0	0.22	1.98	2.01
AT1G20070	2.79	3.07	38.2	30.95	7.81	18.31
AT1G20080	0.94	1.77	0	0.09	1.35	2.28
AT1G20090	30.51	48.55	20.28	21.61	57.94	74.58
AT1G20100	17.62	29.63	18.53	22.14	37.29	34.4
AT1G20110	19.78	21.15	21.21	16.47	23.65	26.58
AT1G20120	9.37	15.82	0.1	0.33	40.61	58.39
AT1G20130	65.92	100.99	0.09	0	234.88	307.89
AT1G20132	0.92	1.25	0	0	6.41	7.62
AT1G20135	1.41	2.1	0	0	0.16	2.72
AT1G20140	10.09	16.94	3.95	3.23	27.5	32.96
AT1G20150	1.47	1.99	0	0	3.44	6.38
AT1G20160	0.66	1.57	2.71	4.71	1.18	1.68
AT1G20170	0	0	0	0	0	0
AT1G20180	0	0.26	0	0	0.3	0.28
AT1G20190	14.6	37.3	47.31	14.73	20.61	31.32
AT1G20200	18.5	31.41	18.91	19.28	34.04	35.32
AT1G20210	0	0	0	0	0	0
AT1G20220	26.47	37.03	6.65	13.32	32.28	34.98
AT1G20225	21.46	28.53	47.76	43.92	37.51	48.26
AT1G20230	0.43	0.91	0.91	0.32	0.63	1.01
AT1G20240	0	0	0	0	0	0
AT1G20250	0	0	0	0	0	0
AT1G20260	32.4	47.34	65.77	47.53	47.8	61.45
AT1G20270	4.64	8.17	3.96	4.98	6.08	10.17
AT1G20280	0.24	0.48	0	0	0	0.16
AT1G20290	0	0	0	0	0.09	0
AT1G20300	3.23	5.66	2.36	2.84	6.23	5.85
AT1G20310	0.2	0.64	0.38	1.6	0.17	0.14
AT1G20320	0.32	0.11	0	0	0.43	0.64
AT1G20330	58.34	81.85	42.28	35.03	107.42	120.35
AT1G20340	948.99	1059.5	3411.51	1788.38	1539.86	1710.53
AT1G20350	3.59	4.28	2.51	2.66	4.01	5.47
AT1G20360	0	0	0	0	0	0
AT1G20370	3.48	6.42	3.72	3.94	7.94	9.53
AT1G20375	0	0	0	0	0	0
AT1G20380	0.64	0.93	0.91	0.37	0.92	1.23
AT1G20390	0.56	0.43	0.1	0.2	0.19	0.23
AT1G20400	0	0	0	0	0	0.02
AT1G20405	0	0	0	0	0	0
AT1G20410	4.76	6.33	4.37	2.27	6.41	7.01
AT1G20420	0	0	0	0	0	0
AT1G20430	27.02	47.91	12.85	12.46	63.02	69.36
AT1G20440	26.39	52.99	175.36	106.83	80.91	85.29
AT1G20450	59.07	124.46	255.76	197.72	185.47	165.31
AT1G20460	5.36	10.28	7.33	6.19	11.11	15.39
AT1G20470	2.26	1.59	0.56	2.07	2.25	2.49
AT1G20480	1.74	2.85	0.57	0.09	3.28	2.58
AT1G20490	2.22	2.27	5.39	2.99	2.12	2.88
AT1G20500	0.14	0.15	0	0	0.06	0.34
AT1G20510	10.82	17.91	22.39	39.2	18.34	16.06
AT1G20515	0.54	1.5	1.49	1.02	2.08	2.07
AT1G20520	0	0.34	0.52	0.18	0	0
AT1G20530	0.48	1.02	0	0	0.8	0.88
AT1G20540	12.79	17.94	11.6	11.09	22.35	25.15
AT1G20550	1.6	2.04	0.93	0.64	2.41	2.82
AT1G20560	5.05	8.3	5.38	3.4	10.31	10.02
AT1G20570	0.24	0.41	0	0	0.03	0.42
AT1G20575	10.84	13.67	9.93	11.63	16.07	20.64
AT1G20580	46.1	75.46	26.5	36.14	104.23	104.93
AT1G20590	0	0	0	0	0	0
AT1G20600	0	0	0	0	0.18	0
AT1G20610	4.16	6.45	0	0.08	10.42	11.15
AT1G20620	370.97	476.03	1641.33	824.75	564.71	533.11
AT1G20630	29.77	44.5	61.84	49.56	33.26	48.71
AT1G20640	2.51	3.79	4.84	3.32	3.81	4.13
AT1G20650	7.85	11.13	18.8	9.1	18.47	18.33
AT1G20657	0.19	0.61	0	0	0	0.07
AT1G20670	7.25	11.95	8.63	7.09	10.13	11.43
AT1G20680	0.23	0.4	0	0	0.31	1.39
AT1G20683	0	0	0	0	0	0
AT1G20687	0	0	0	0	0	0
AT1G20690	0	0	0	0	0	0
AT1G20691	2.98	4.03	1.99	2.19	6.09	7.1
AT1G20693	111.12	192.38	152.84	124.05	262.81	255.3
AT1G20696	119.44	210.11	114.75	77.61	242.9	257.2
AT1G20700	0	0	0.2	0	0.4	0.11
AT1G20710	0	0	0	0	0	0
AT1G20720	0.87	1.04	0.18	0.53	1.21	0.77
AT1G20730	0.12	0.13	0	0	0.1	0.75
AT1G20735	0	0	0	0	0	0
AT1G20740	0	0	0.16	0	0	0
AT1G20750	0	0.07	0	0	0	0
AT1G20760	6.99	10.51	9.6	6.95	9.96	10.54
AT1G20770	7.45	13.86	7.76	11.23	18.88	18.9
AT1G20780	2.13	3.56	3.36	5.15	4.12	4.97
AT1G20790	0.16	0.51	0	0	0.93	1.15
AT1G20795	0.2	0.43	0	0	0.42	0.21
AT1G20800	0.1	0.21	0	0	0	0.07
AT1G20803	0	0.27	0	0	0	0.18
AT1G20810	19.54	25.49	57.81	36.05	34.88	39.49
AT1G20816	6.25	11.84	15.76	12.62	17.22	22.16
AT1G20820	0	0	0	0	0	0
AT1G20823	3.69	5.86	15.05	17.3	6.28	7.17
AT1G20830	5.09	6.82	10.96	8.81	8.23	7.99
AT1G20840	12.68	16.55	30.96	26.04	16.01	14.96
AT1G20850	3.87	7.53	4.34	3.39	5.5	9.24
AT1G20860	0	0	0	0	0	0.05
AT1G20870	2.23	2.77	0.37	0.41	3.43	3.41
AT1G20875	0	0	0	0	0	0
AT1G20880	3.11	4.31	5.57	3.58	4.72	4.76
AT1G20890	8.31	8.22	7.71	7.69	9.73	13.97
AT1G20900	0	0	0	0	0	0.22
AT1G20910	6.44	9.57	3.05	2.47	9.24	10.31
AT1G20920	12.04	18.85	8.23	7.03	17.78	19.35
AT1G20923	0.58	0	0	0.66	0	0
AT1G20925	0.17	0.27	0	0	0.21	0.86
AT1G20930	7.2	13.92	1.36	1.08	14.75	13.26
AT1G20940	0	0	0	0	0	0
AT1G20950	7.49	12.1	5.25	7.14	10.98	12.45
AT1G20960	8.07	10.51	6.32	6.32	10.9	11.85
AT1G20970	9.6	12.91	10.61	11.72	13.18	18.82
AT1G20980	12.45	21.19	14.31	10.58	18.14	21.69
AT1G20990	0.46	0	0	0	0.38	0.44
AT1G21000	7.93	15.52	50	37.58	15.21	25.4
AT1G21010	2.77	3	57.88	31.03	8.44	7.39
AT1G21020	0	0	0	0	0	0
AT1G21040	0	0	0	0	0.02	0
AT1G21050	3.61	8.27	17.89	11.64	12.68	13.26
AT1G21060	2.41	3.16	5.57	3	3.53	4.95
AT1G21065	44.87	59.41	227.44	153.54	85.66	111.39
AT1G21070	5.85	6.53	1.34	2.27	9.55	11.14
AT1G21080	15.52	21.97	28.46	23.63	24.1	28.19
AT1G21090	14.79	19.82	1.23	0.36	26.64	29.71
AT1G21100	0.17	0.09	31.7	6.98	0.29	0.06
AT1G21110	0	0	5.49	3.49	0.22	0.06
AT1G21120	0	0	3.07	14.46	0	0.06
AT1G21130	5.25	8.95	382.61	205.52	7.07	4.5
AT1G21140	1.19	1.73	0.87	0.62	8.78	9.77
AT1G21150	2.95	4.72	1.6	0.6	6.63	5.91
AT1G21160	3.31	4.39	3.62	1.73	4.65	5.74
AT1G21170	3.01	4.16	1.75	2.36	3.2	4.1
AT1G21190	35.87	50.24	24.53	25.98	71.35	80.48
AT1G21200	1.75	4.2	3.72	3.86	3.93	5.38
AT1G21202	0	0	0	0	0	0
AT1G21210	0.04	0	0	0.22	0.17	0.19
AT1G21220	0.17	0	0.4	0	0.27	0.67
AT1G21230	0	0	0	0	0	0
AT1G21240	0.05	0	0.2	2.88	0.04	0
AT1G21245	0	0	0	0.12	0	0
AT1G21250	1.33	3.96	10.82	47	4.73	3.45
AT1G21260	4.57	5.79	4.34	2.76	7.73	8.53
AT1G21270	1.1	1.33	13.91	17.6	2.39	2.39
AT1G21280	3.14	11.1	0.24	0	9.28	12.71
AT1G21286	0	0	0	0	0	0
AT1G21290	0.96	0.78	0	0	0.76	1.28
AT1G21300	0	0	0	0	0	0.36
AT1G21310	19.79	40.84	2.53	21.28	26.2	23.72
AT1G21313	0.58	0	0.41	0	0	0
AT1G21320	0.69	0.15	0	0.13	0.54	0.88
AT1G21323	0	0	0	0	0	0
AT1G21326	0.42	0.22	1.8	1.09	0.51	0.25
AT1G21330	0	0	0	0	0	0
AT1G21340	0	0	0	0	0.12	0
AT1G21350	16.73	19.96	38.86	26.85	26.31	31.33
AT1G21360	0.23	0	0	0	0.66	0.62
AT1G21370	3.44	6.57	2.7	4.32	6.96	8.41
AT1G21380	5.4	9.61	17.19	15.87	10.41	11.49
AT1G21390	3.63	6.99	2.96	2.76	7.02	7.3
AT1G21395	0	0	0	0	0	0
AT1G21400	18.05	26.72	3.51	4.98	32.67	37.57
AT1G21410	6.99	8.09	6.96	5.53	14.56	18.28
AT1G21420	13.78	0	0	0	0	0
AT1G21430	0	0	0	0	0	0
AT1G21440	17.35	34.23	23.9	17.99	34.8	47.06
AT1G21450	3.54	4.29	10.15	8.99	7.22	8.53
AT1G21460	52.43	65.62	3.11	11.1	65.32	113.64
AT1G21470	0.79	0.41	0	0	0.51	1.09
AT1G21475	0	0	0	0	0	0
AT1G21480	6.73	10.34	3.7	4.6	10.32	15.62
AT1G21490	0	0	0	0	0	0
AT1G21500	133.38	183.88	547.14	398.33	292.29	344.41
AT1G21510	0.53	0.37	0.22	0.12	0.22	0.3
AT1G21520	1.19	1.22	9.12	25.38	2.5	2.88
AT1G21525	1.82	1.3	1.79	21.48	1.83	2.56
AT1G21528	0	0	0.39	0	0	0.23
AT1G21529	0	0	0	0.23	0.15	0.12
AT1G21530	0	0	0	0	0	0
AT1G21540	10.03	11.19	0.28	0.3	14.1	16.41
AT1G21550	0.67	1.8	5.55	14.86	1.3	1.89
AT1G21560	9.27	15.24	7.63	3.66	17.46	16.62
AT1G21580	2.53	3.91	5.18	5.13	3.18	2.93
AT1G21590	4.04	7.75	21.29	16.53	7.45	8.32
AT1G21600	30.34	43.92	43.77	50.98	45.41	53.59
AT1G21610	4.08	6.72	7.31	4.77	7.11	7.97
AT1G21620	0	0	0	0	0	0.1
AT1G21630	14.91	16.87	15.42	12.93	14.17	15.67
AT1G21640	5.55	6.72	22.5	12.42	7.13	9.19
AT1G21650	2.81	2.88	1.42	2.24	2.63	2.96
AT1G21651	1.1	2.08	2.44	1.53	1.2	1.73
AT1G21660	7.16	8.42	7.88	5.69	9.43	12.59
AT1G21670	5.18	6.26	25.41	19.46	7.35	10.93
AT1G21680	28.68	34.96	122.29	72.95	42.99	49.7
AT1G21690	11.82	19.98	4.82	6.56	22.73	22.75
AT1G21695	0.75	1.03	1.97	0.8	1.91	2.09
AT1G21700	5.53	8.63	7.29	4.51	9.2	10.23
AT1G21710	4.67	10.5	5.38	3.8	13.27	14.09
AT1G21720	41.24	63.2	29.44	39.31	68.61	83.05
AT1G21722	0	0	0	0	0.27	0.23
AT1G21730	2.25	4.48	4.1	2.85	5.16	4.74
AT1G21738	0	0	0	0	0	0
AT1G21740	2.25	3.83	0.12	0	3.23	3.1
AT1G21750	50.91	68.98	32.94	46.27	74.95	98.72
AT1G21760	10.37	14.97	17.19	15.1	14.15	18.91
AT1G21770	54.02	79.63	113.33	100.57	128.16	153.6
AT1G21780	10.12	13.16	20.57	15.1	18.68	19.78
AT1G21790	5.77	7.25	9.15	8.53	10.46	13.89
AT1G21800	13.78	0	0	0	0	0
AT1G21810	1.09	2.32	0.13	0	2.53	1.89
AT1G21830	13.01	20.13	25.87	15.5	24.9	28.57
AT1G21835	0	0	0	0	0	0
AT1G21840	4.94	6.79	6.2	4.2	7.75	7.35
AT1G21850	0	0	0	0	0	0
AT1G21860	0	0	0	0	0.06	0.05
AT1G21864	0	0	0	0	0	0
AT1G21866	0	0	0	0	0	0
AT1G21870	0	0.23	0	0	0.09	0.15
AT1G21880	23.08	30.91	4.21	7.14	34.65	35.06
AT1G21890	0.11	0.36	0	0	0.09	0.15
AT1G21900	13.38	18.87	12.52	29.04	20.73	28.37
AT1G21910	0.72	1.04	3.81	5.58	0.81	1.83
AT1G21920	6.17	9.07	44.8	28.78	10.56	14.31
AT1G21925	0	0	0	0	0	0
AT1G21928	0	0	0	0	0	0
AT1G21930	24.93	41.46	18.68	26.66	58.26	58.63
AT1G21940	0	0	0	0	0	0.18
AT1G21945	0	0	0.24	0.47	0.06	0.04
AT1G21950	0	0	0	0	0.14	0
AT1G21960	0	0	0	0	0	0.16
AT1G21970	0	0	0	0	0	0
AT1G21973	0	0	0	0	0	0
AT1G21980	2.58	6.01	4.8	3.84	6.19	8.39
AT1G21990	0	0	0	0	0	0
AT1G22000	0	0.18	0.11	0	0.21	0
AT1G22010	3.2	8.85	0	0	8.4	10.64
AT1G22015	1.49	4.51	0	0	9.41	10.37
AT1G22020	3.55	4.42	5.38	4.28	5.24	6.06
AT1G22030	4.61	6.69	0.7	0.93	5.97	7.03
AT1G22040	4.37	5	5.72	4.26	5.98	6.65
AT1G22050	3.56	6.37	12.69	7.96	4.87	10.4
AT1G22060	3.62	5.3	4	3.16	5.69	7.19
AT1G22065	1.08	1.66	0.43	0	2.16	3.37
AT1G22070	8.65	10.1	20.74	21.65	12.72	13.95
AT1G22080	0	0	0	0	0	0
AT1G22090	0.66	1.83	0	0	2.15	2.3
AT1G22100	0.27	0.28	0	0	0.58	0.42
AT1G22110	2.27	2.5	0.21	0	1.32	3.31
AT1G22120	0	0	0	0.1	0	0
AT1G22130	3.54	2.74	0.5	0.4	1.89	2.93
AT1G22140	19.04	42.38	54.87	54.64	51.91	58.75
AT1G22150	0.43	1	0	0	0.18	1.21
AT1G22160	37.21	54.23	14.56	10.49	51.98	53.4
AT1G22170	4.36	7.51	1	0.71	8.42	9.11
AT1G22180	1.35	2.71	7.46	5.06	1.4	1.97
AT1G22190	3.22	3.46	22.48	19.16	4.97	7.13
AT1G22200	17.84	25.48	9.41	12.81	21.69	25.83
AT1G22210	0	0	0	0	0	0
AT1G22220	0.09	0	0	0.36	0.45	0.62
AT1G22230	0.09	0.1	0.11	0.6	0.37	0.56
AT1G22240	0.68	1.44	0	0	1.28	1.06
AT1G22250	13.1	22.78	7.03	5.32	31.84	37.89
AT1G22260	0.32	0.39	0.06	0	0.4	0.36
AT1G22270	64.42	110.12	55.95	63.05	138.38	148.04
AT1G22275	0.36	0.54	0.1	0.21	0.69	0.67
AT1G22280	9.3	12.33	19.18	26.2	17.13	15.9
AT1G22290	0	0	0	0	0	0.2
AT1G22300	84.95	131.81	92	87.24	163.75	185.96
AT1G22310	2.3	3.9	3.23	3.09	5.15	5.37
AT1G22320	0	0	0	0	0	0
AT1G22330	7.59	11.22	6.41	3.56	11.84	14.89
AT1G22340	0	0	0.37	0.29	0.18	0.25
AT1G22350	0.34	0.28	1.85	1.87	0.17	0.36
AT1G22360	3.47	4.1	10.3	11.22	3.71	4.92
AT1G22370	1.69	3.05	12.14	4.49	4.31	5.56
AT1G22380	4.32	8.55	0.81	0.57	8.27	9.87
AT1G22400	2.19	6.47	5.73	7.85	8.11	8.51
AT1G22403	4.67	4.41	3.08	3.04	7.23	7.79
AT1G22410	20.99	32.4	33.28	38.42	40.19	45.71
AT1G22420	0	0	0	0	0	0
AT1G22430	16.52	19.31	26.77	17.48	19.36	21.7
AT1G22440	0.21	0.15	0	0	0	0.05
AT1G22450	41.58	73.14	34.33	35.87	92.48	100.46
AT1G22460	2.17	1.72	0	0	1.3	2.22
AT1G22470	1.82	1.87	0.2	0.63	5.17	4.64
